第0题的答案：	442'11/67
第8643题的答案：	1597
第8644题的答案：	269/46084
第8645题的答案：	1688'208/209
第8646题的答案：	544736
第8647题的答案：	23'417/721
第8648题的答案：	-2299/17
第8649题的答案：	1/8614
第8650题的答案：	307/459243
第8651题的答案：	859'237/304
第8652题的答案：	1'10/273
第8653题的答案：	573/853
第8654题的答案：	664'145/176
第8655题的答案：	250'140/781
第8656题的答案：	716/316197
第8657题的答案：	-391
第8658题的答案：	198062
第8659题的答案：	2'98/437
第8660题的答案：	-24399/67
第8661题的答案：	976'254/395
第8662题的答案：	132480
第8663题的答案：	179'1/76
第8664题的答案：	502
第8665题的答案：	-24488
第8666题的答案：	816'7/27
第8667题的答案：	41/121
第8668题的答案：	1028
第8669题的答案：	1283
第8670题的答案：	404
第8671题的答案：	14999040
第8672题的答案：	36746
第8673题的答案：	411474
第8674题的答案：	775'73/193
第8675题的答案：	3
第8676题的答案：	426/479
第8677题的答案：	839360
第8678题的答案：	1083
第8679题的答案：	-174
第8680题的答案：	408
第8681题的答案：	239'196/699
第8682题的答案：	-774
第8683题的答案：	-189356/267
第8684题的答案：	337306
第8685题的答案：	285317
第8686题的答案：	-95
第8687题的答案：	623/568584
第8688题的答案：	523552
第8689题的答案：	65
第8690题的答案：	999'67/224
第8691题的答案：	58751445
第8692题的答案：	-401060
第8693题的答案：	1'1/712
第8694题的答案：	321
第8695题的答案：	1'83/871
第8696题的答案：	593
第8697题的答案：	908'173/333
第8698题的答案：	527349
第8699题的答案：	105738
第8700题的答案：	1003
第8701题的答案：	56
第8702题的答案：	628736
第8703题的答案：	1754
第8704题的答案：	-650329/707
第8705题的答案：	-420071/604
第8706题的答案：	253464
第8707题的答案：	5'89/148
第8708题的答案：	17/6048
第8709题的答案：	41310
第8710题的答案：	-371
第8711题的答案：	29905200
第8712题的答案：	168345
第8713题的答案：	-99786/103
第8714题的答案：	93'248/513
第8715题的答案：	-192657/199
第8716题的答案：	888
第8717题的答案：	-219
第8718题的答案：	194/396149
第8719题的答案：	2462
第8720题的答案：	54
第8721题的答案：	129/148
第8722题的答案：	121'205/207
第8723题的答案：	95372
第8724题的答案：	-19
第8725题的答案：	3678528
第8726题的答案：	3425840
第8727题的答案：	311165634
第8728题的答案：	5337
第8729题的答案：	767/997
第8730题的答案：	2568956
第8731题的答案：	-373
第8732题的答案：	792'479/536
第8733题的答案：	320
第8734题的答案：	616'77/80
第8735题的答案：	195'577/789
第8736题的答案：	1299
第8737题的答案：	843
第8738题的答案：	94457
第8739题的答案：	337
第8740题的答案：	66728
第8741题的答案：	334936
第8742题的答案：	1621
第8743题的答案：	1'81/473
第8744题的答案：	574'1/32
第8745题的答案：	10619232
第8746题的答案：	201/419
第8747题的答案：	1142'181/736
第8748题的答案：	237292440
第8749题的答案：	529/727
第8750题的答案：	1'121/178
第8751题的答案：	162'102/151
第8752题的答案：	795'27/67
第8753题的答案：	4276'20/33
第8754题的答案：	958'6/89
第8755题的答案：	781'363/907
第8756题的答案：	1493
第8757题的答案：	-216
第8758题的答案：	147
第8759题的答案：	-2705
第8760题的答案：	567846
第8761题的答案：	815
第8762题的答案：	-459040/543
第8763题的答案：	1021
第8764题的答案：	104226048
第8765题的答案：	2'32/57
第8766题的答案：	641
第8767题的答案：	367'3/25
第8768题的答案：	-140880/731
第8769题的答案：	720378
第8770题的答案：	731'49/83
第8771题的答案：	382
第8772题的答案：	251
第8773题的答案：	110742
第8774题的答案：	263'168/325
第8775题的答案：	-628
第8776题的答案：	153'422/551
第8777题的答案：	-286229/331
第8778题的答案：	296'189/229
第8779题的答案：	-664955
第8780题的答案：	414
第8781题的答案：	71598
第8782题的答案：	604
第8783题的答案：	265'95/373
第8784题的答案：	-365
第8785题的答案：	373
第8786题的答案：	474'18/229
第8787题的答案：	16451
第8788题的答案：	1280
第8789题的答案：	1504
第8790题的答案：	119700672
第8791题的答案：	1439
第8792题的答案：	159259
第8793题的答案：	767'221/261
第8794题的答案：	147'245/629
第8795题的答案：	2014
第8796题的答案：	3'209/278
第8797题的答案：	732'243/446
第8798题的答案：	11
第8799题的答案：	673220
第8800题的答案：	9054
第8801题的答案：	176/217
第8802题的答案：	445726
第8803题的答案：	1748
第8804题的答案：	1302
第8805题的答案：	50
第8806题的答案：	11518
第8807题的答案：	122357340
第8808题的答案：	563
第8809题的答案：	967'72/139
第8810题的答案：	94'353/923
第8811题的答案：	-250997
第8812题的答案：	1'77/881
第8813题的答案：	999
第8814题的答案：	336'340/373
第8815题的答案：	47
第8816题的答案：	84884950
第8817题的答案：	80910
第8818题的答案：	263'147/211
第8819题的答案：	688
第8820题的答案：	907'107/270
第8821题的答案：	278/262725
第8822题的答案：	414597
第8823题的答案：	-28241
第8824题的答案：	542592
第8825题的答案：	334685
第8826题的答案：	941510
第8827题的答案：	1673
第8828题的答案：	736
第8829题的答案：	811'21/65
第8830题的答案：	353
第8831题的答案：	912'67/683
第8832题的答案：	265379
第8833题的答案：	25
第8834题的答案：	1069
第8835题的答案：	660'626/767
第8836题的答案：	984
第8837题的答案：	205811
第8838题的答案：	-69
第8839题的答案：	269'101/128
第8840题的答案：	1'41/176
第8841题的答案：	-431
第8842题的答案：	-1332
第8843题的答案：	-257153/365
第8844题的答案：	1198
第8845题的答案：	229
第8846题的答案：	2650'214/293
第8847题的答案：	574432
第8848题的答案：	-611479/804
第8849题的答案：	163/364
第8850题的答案：	192
第8851题的答案：	261'78/157
第8852题的答案：	220672
第8853题的答案：	1'399/505
第8854题的答案：	988'5/12
第8855题的答案：	8599'27/31
第8856题的答案：	596'9/11
第8857题的答案：	-697
第8858题的答案：	20508
第8859题的答案：	700
第8860题的答案：	127751200
第8861题的答案：	684'12/145
第8862题的答案：	121/272
第8863题的答案：	339628
第8864题的答案：	-1075
第8865题的答案：	92'797/972
第8866题的答案：	73017279
第8867题的答案：	325874
第8868题的答案：	345384
第8869题的答案：	8097936
第8870题的答案：	767448
第8871题的答案：	-990
第8872题的答案：	402'19/61
第8873题的答案：	121'80/81
第8874题的答案：	759
第8875题的答案：	69999372
第8876题的答案：	114003
第8877题的答案：	-16636/31
第8878题的答案：	353433
第8879题的答案：	128/449
第8880题的答案：	78660
第8881题的答案：	-198718/203
第8882题的答案：	93953475
第8883题的答案：	-251
第8884题的答案：	28160808
第8885题的答案：	-91124
第8886题的答案：	1295
第8887题的答案：	-72334/99
第8888题的答案：	879
第8889题的答案：	734'39/70
第8890题的答案：	882'3/14
第8891题的答案：	352'101/275
第8892题的答案：	410
第8893题的答案：	-811
第8894题的答案：	593'834/847
第8895题的答案：	1066'23/55
第8896题的答案：	672593
第8897题的答案：	1644
第8898题的答案：	-19577
第8899题的答案：	173052
第8900题的答案：	614922
第8901题的答案：	1864
第8902题的答案：	113094
第8903题的答案：	-50
第8904题的答案：	210
第8905题的答案：	188341
第8906题的答案：	705'153/874
第8907题的答案：	1314
第8908题的答案：	420210
第8909题的答案：	356733
第8910题的答案：	-191904
第8911题的答案：	307/900
第8912题的答案：	440640
第8913题的答案：	26
第8914题的答案：	273600
第8915题的答案：	211
第8916题的答案：	958'89/609
第8917题的答案：	-274811/307
第8918题的答案：	-408
第8919题的答案：	487/956
第8920题的答案：	-282
第8921题的答案：	2'283/336
第8922题的答案：	-528
第8923题的答案：	783
第8924题的答案：	1781
第8925题的答案：	570'360/371
第8926题的答案：	293
第8927题的答案：	93292650
第8928题的答案：	913/525225
第8929题的答案：	-972
第8930题的答案：	756
第8931题的答案：	1801
第8932题的答案：	643'22/29
第8933题的答案：	720
第8934题的答案：	619'176/325
第8935题的答案：	26011125
第8936题的答案：	-70439/835
第8937题的答案：	103'14/113
第8938题的答案：	102
第8939题的答案：	496
第8940题的答案：	67'350/607
第8941题的答案：	932'52/83
第8942题的答案：	300812
第8943题的答案：	618'119/491
第8944题的答案：	371/164736
第8945题的答案：	859'207/413
第8946题的答案：	153362
第8947题的答案：	890
第8948题的答案：	203'163/979
第8949题的答案：	453
第8950题的答案：	-113368/211
第8951题的答案：	870
第8952题的答案：	13/463698
第8953题的答案：	9111447
第8954题的答案：	621
第8955题的答案：	717/929
第8956题的答案：	624
第8957题的答案：	75486768
第8958题的答案：	66640
第8959题的答案：	46968
第8960题的答案：	-109
第8961题的答案：	-90
第8962题的答案：	249
第8963题的答案：	175/642
第8964题的答案：	968
第8965题的答案：	374010
第8966题的答案：	-210484
第8967题的答案：	-13057/16
第8968题的答案：	-389
第8969题的答案：	48399
第8970题的答案：	814'68/101
第8971题的答案：	469208
第8972题的答案：	289
第8973题的答案：	1788
第8974题的答案：	223/337194
第8975题的答案：	452/891
第8976题的答案：	576'340/497
第8977题的答案：	16/969
第8978题的答案：	717175
第8979题的答案：	678
第8980题的答案：	-180
第8981题的答案：	63529
第8982题的答案：	285
第8983题的答案：	116848
第8984题的答案：	2593'271/293
第8985题的答案：	3409
第8986题的答案：	430682
第8987题的答案：	6634992
第8988题的答案：	-121
第8989题的答案：	2158
第8990题的答案：	554'23/71
第8991题的答案：	1001
第8992题的答案：	1316
第8993题的答案：	1282
第8994题的答案：	-132
第8995题的答案：	30312
第8996题的答案：	1032
第8997题的答案：	1'338/545
第8998题的答案：	1084
第8999题的答案：	107/320768
第9000题的答案：	2823'12/25
第9001题的答案：	241
第9002题的答案：	-104478
第9003题的答案：	678
第9004题的答案：	-1256
第9005题的答案：	213/246092
第9006题的答案：	389705
第9007题的答案：	119109
第9008题的答案：	487/16720
第9009题的答案：	1643
第9010题的答案：	953
第9011题的答案：	911523
第9012题的答案：	195'145/221
第9013题的答案：	109/17287
第9014题的答案：	123984
第9015题的答案：	10'26/51
第9016题的答案：	487'9/11
第9017题的答案：	316/102531
第9018题的答案：	-754958/773
第9019题的答案：	1186
第9020题的答案：	340/543
第9021题的答案：	772
第9022题的答案：	902
第9023题的答案：	179/3146
第9024题的答案：	31/37323
第9025题的答案：	-229655
第9026题的答案：	328
第9027题的答案：	985
第9028题的答案：	2165
第9029题的答案：	323472
第9030题的答案：	-45735/149
第9031题的答案：	-1
第9032题的答案：	61'53/316
第9033题的答案：	-1
第9034题的答案：	274
第9035题的答案：	840'118/689
第9036题的答案：	75646
第9037题的答案：	265372
第9038题的答案：	529515
第9039题的答案：	2078
第9040题的答案：	1'67/214
第9041题的答案：	810
